,label,x,y,w,h
0,0,0.458594,0.544907,0.0838542,0.223148
2,0,0.458594,0.54537,0.0838542,0.222222
4,0,0.458594,0.544907,0.0838542,0.223148
6,0,0.458594,0.54537,0.0838542,0.222222
8,0,0.458594,0.544907,0.0838542,0.223148
10,0,0.458594,0.544907,0.0838542,0.223148
12,0,0.458854,0.54537,0.084375,0.222222
14,0,0.458854,0.544907,0.084375,0.223148
16,0,0.458594,0.544907,0.0838542,0.223148
18,0,0.458854,0.544907,0.084375,0.223148
20,0,0.458854,0.544907,0.084375,0.223148
22,0,0.458854,0.544907,0.084375,0.223148
24,0,0.458854,0.54537,0.0833333,0.224074
26,0,0.458594,0.544907,0.0838542,0.223148
28,0,0.458854,0.544907,0.084375,0.223148
30,0,0.458854,0.54537,0.084375,0.224074
32,0,0.458594,0.544907,0.0838542,0.223148
34,0,0.458594,0.54537,0.0838542,0.222222
36,0,0.458594,0.544907,0.0838542,0.223148
38,0,0.458594,0.544907,0.0838542,0.223148
40,0,0.458854,0.54537,0.084375,0.224074
42,0,0.458594,0.544907,0.0838542,0.223148
44,0,0.458854,0.544907,0.084375,0.223148
46,0,0.458594,0.544907,0.0838542,0.223148
48,0,0.458854,0.544907,0.084375,0.223148
50,0,0.458854,0.544907,0.084375,0.223148
52,0,0.458854,0.54537,0.084375,0.224074
54,0,0.458333,0.544907,0.084375,0.223148
56,0,0.458594,0.544907,0.0838542,0.223148
58,0,0.458854,0.544907,0.084375,0.223148
60,0,0.458594,0.544907,0.0838542,0.223148
62,0,0.458854,0.544907,0.084375,0.223148
64,0,0.458854,0.544907,0.084375,0.223148
66,0,0.458854,0.544907,0.084375,0.223148
68,0,0.458594,0.544907,0.0838542,0.223148
70,0,0.458594,0.54537,0.0838542,0.224074
72,0,0.458594,0.544907,0.0838542,0.223148
74,0,0.458594,0.544907,0.0838542,0.225
76,0,0.458594,0.54537,0.0838542,0.222222
78,0,0.458854,0.54537,0.084375,0.222222
