,label,x,y,w,h
0,1,0.567708,0.574074,0.090625,0.168519
2,1,0.567708,0.574074,0.090625,0.168519
4,1,0.567969,0.574074,0.0901042,0.168519
6,1,0.567448,0.574074,0.0901042,0.168519
8,1,0.567708,0.574074,0.090625,0.168519
10,1,0.567708,0.574074,0.0895833,0.168519
12,1,0.567969,0.574074,0.0901042,0.168519
14,1,0.567969,0.574074,0.0901042,0.168519
16,1,0.567969,0.574074,0.0901042,0.168519
18,1,0.567969,0.574074,0.0901042,0.168519
20,1,0.567969,0.574074,0.0901042,0.168519
22,1,0.567708,0.574074,0.0895833,0.168519
24,1,0.567969,0.574537,0.0901042,0.167593
26,1,0.567708,0.574074,0.0895833,0.168519
28,1,0.567708,0.574074,0.0895833,0.168519
30,1,0.567708,0.574074,0.0895833,0.168519
32,1,0.567708,0.574074,0.0895833,0.168519
34,1,0.567969,0.574537,0.0901042,0.167593
36,1,0.567708,0.574074,0.0895833,0.168519
38,1,0.567969,0.574074,0.0901042,0.168519
40,1,0.567969,0.574074,0.0901042,0.168519
42,1,0.567969,0.574074,0.0901042,0.168519
44,1,0.567969,0.574074,0.0901042,0.168519
46,1,0.567708,0.574074,0.0895833,0.168519
48,1,0.567969,0.574074,0.0901042,0.168519
50,1,0.567969,0.574074,0.0901042,0.168519
52,1,0.567969,0.574074,0.0901042,0.168519
54,1,0.567969,0.574074,0.0901042,0.168519
56,1,0.567708,0.574074,0.090625,0.168519
58,1,0.567708,0.574074,0.0895833,0.168519
60,1,0.567708,0.574074,0.0895833,0.168519
62,1,0.567708,0.574074,0.0895833,0.168519
64,1,0.567969,0.574074,0.0901042,0.168519
66,1,0.567969,0.574074,0.0901042,0.168519
68,1,0.567969,0.574074,0.0901042,0.168519
70,1,0.567969,0.574074,0.0901042,0.168519
72,1,0.567969,0.574074,0.0901042,0.168519
74,1,0.567708,0.574074,0.0895833,0.168519
76,1,0.567708,0.574074,0.090625,0.168519
78,1,0.567969,0.574074,0.0901042,0.168519
80,1,0.567969,0.574074,0.0901042,0.168519
