,label,x,y,w,h
1,0,0.39349,0.327315,0.0890625,0.208333
3,0,0.39375,0.326852,0.0885417,0.209259
5,0,0.39349,0.327315,0.0880208,0.208333
7,0,0.39375,0.327315,0.0885417,0.208333
9,0,0.39375,0.327315,0.0885417,0.208333
11,0,0.39349,0.327315,0.0890625,0.208333
13,0,0.393229,0.327315,0.0885417,0.208333
15,0,0.39349,0.326852,0.0880208,0.207407
17,0,0.39349,0.326852,0.0890625,0.207407
19,0,0.39375,0.327315,0.0885417,0.208333
21,0,0.39375,0.327315,0.0885417,0.208333
23,0,0.393229,0.326852,0.0885417,0.209259
25,0,0.39375,0.326852,0.0885417,0.207407
27,0,0.39349,0.327315,0.0880208,0.208333
29,0,0.39349,0.327315,0.0890625,0.208333
31,0,0.39349,0.327315,0.0880208,0.208333
33,0,0.39349,0.326852,0.0890625,0.207407
35,0,0.39349,0.327315,0.0890625,0.208333
37,0,0.39349,0.327315,0.0880208,0.208333
39,0,0.39349,0.326852,0.0880208,0.207407
41,0,0.39375,0.327315,0.0885417,0.208333
43,0,0.39349,0.327315,0.0880208,0.208333
45,0,0.39349,0.327315,0.0890625,0.208333
47,0,0.39375,0.326852,0.0885417,0.207407
49,0,0.39375,0.327315,0.0885417,0.208333
51,0,0.39375,0.327315,0.0885417,0.208333
53,0,0.39349,0.327315,0.0880208,0.208333
55,0,0.39349,0.326852,0.0880208,0.207407
57,0,0.39375,0.327315,0.0885417,0.208333
59,0,0.39349,0.326389,0.0890625,0.208333
61,0,0.39349,0.326852,0.0880208,0.207407
63,0,0.39349,0.327315,0.0890625,0.208333
65,0,0.39349,0.327315,0.0880208,0.208333
67,0,0.39375,0.327315,0.0885417,0.208333
69,0,0.39349,0.326852,0.0890625,0.207407
71,0,0.39349,0.327315,0.0890625,0.208333
73,0,0.39349,0.326852,0.0890625,0.207407
75,0,0.39349,0.327315,0.0890625,0.208333
77,0,0.39375,0.326852,0.0885417,0.207407
79,0,0.39349,0.327315,0.0890625,0.208333
81,0,0.393229,0.327778,0.0885417,0.207407
83,0,0.39349,0.327315,0.0880208,0.208333
85,0,0.39349,0.326852,0.0890625,0.207407
87,0,0.39349,0.327315,0.0890625,0.208333
89,0,0.39375,0.327315,0.0885417,0.208333
91,0,0.39349,0.327315,0.0890625,0.208333
93,0,0.39375,0.327315,0.0885417,0.208333
95,0,0.39349,0.327778,0.0890625,0.207407
97,0,0.39349,0.326852,0.0880208,0.207407
99,0,0.39349,0.327315,0.0890625,0.208333
101,0,0.39349,0.327315,0.0890625,0.208333
103,0,0.39375,0.326852,0.0885417,0.207407
105,0,0.39349,0.327315,0.0890625,0.208333
107,0,0.39349,0.326852,0.0890625,0.207407
109,0,0.39349,0.327315,0.0890625,0.208333
111,0,0.39349,0.327315,0.0890625,0.208333
113,0,0.393229,0.326852,0.0885417,0.207407
115,0,0.39349,0.327315,0.0890625,0.208333
117,0,0.39349,0.327315,0.0890625,0.208333
119,0,0.39375,0.327315,0.0885417,0.208333
121,0,0.393229,0.327315,0.0885417,0.208333
123,0,0.39349,0.326852,0.0880208,0.207407
125,0,0.39349,0.326852,0.0890625,0.207407
127,0,0.393229,0.326852,0.0885417,0.207407
129,0,0.393229,0.327315,0.0885417,0.208333
131,0,0.39349,0.327315,0.0890625,0.208333
133,0,0.393229,0.327315,0.0885417,0.208333
135,0,0.39349,0.327315,0.0890625,0.208333
137,0,0.39349,0.327315,0.0890625,0.208333
139,0,0.393229,0.326852,0.0885417,0.207407
141,0,0.39375,0.326852,0.0885417,0.207407
143,0,0.39349,0.327315,0.0890625,0.208333
145,0,0.39349,0.327315,0.0890625,0.208333
147,0,0.39349,0.326852,0.0890625,0.207407
149,0,0.393229,0.326852,0.0885417,0.207407
151,0,0.393229,0.327315,0.0885417,0.208333
153,0,0.393229,0.327315,0.0885417,0.208333
155,0,0.39349,0.327315,0.0890625,0.208333
157,0,0.39375,0.327315,0.0885417,0.208333
159,0,0.39349,0.327315,0.0890625,0.208333
161,0,0.39349,0.327315,0.0890625,0.208333
163,0,0.393229,0.327315,0.0885417,0.208333
165,0,0.393229,0.327315,0.0885417,0.208333
167,0,0.393229,0.326852,0.0885417,0.207407
169,0,0.393229,0.326852,0.0885417,0.207407
171,0,0.393229,0.326852,0.0885417,0.207407
