,label,x,y,w,h
0,1,0.588802,0.590278,0.0921875,0.226852
2,1,0.588542,0.589815,0.0916667,0.225926
4,1,0.588542,0.590278,0.0916667,0.225
6,1,0.588542,0.590741,0.0916667,0.225926
8,1,0.588542,0.590278,0.0916667,0.225
10,1,0.588542,0.590278,0.0916667,0.225
12,1,0.588802,0.590278,0.0921875,0.225
14,1,0.588542,0.590278,0.0916667,0.225
16,1,0.588542,0.590278,0.0916667,0.225
18,1,0.588542,0.590278,0.0916667,0.225
20,1,0.588542,0.590278,0.0916667,0.225
22,1,0.588542,0.590278,0.0916667,0.225
24,1,0.588542,0.590278,0.0916667,0.225
26,1,0.588542,0.589815,0.0916667,0.225926
28,1,0.588542,0.590278,0.0916667,0.225
30,1,0.588542,0.590278,0.0916667,0.225
32,1,0.588542,0.589815,0.0916667,0.225926
34,1,0.588542,0.590278,0.0916667,0.225
36,1,0.588542,0.590278,0.0916667,0.225
38,1,0.588542,0.589815,0.0916667,0.225926
40,1,0.588542,0.590278,0.0916667,0.225
42,1,0.588542,0.590278,0.0916667,0.225
44,1,0.588542,0.590741,0.0916667,0.225926
46,1,0.588542,0.590278,0.0916667,0.225
48,1,0.588542,0.590278,0.0916667,0.225
50,1,0.588542,0.589815,0.0916667,0.225926
52,1,0.588542,0.590278,0.0916667,0.225
54,1,0.588542,0.589815,0.0916667,0.225926
56,1,0.588542,0.590278,0.0916667,0.225
58,1,0.588542,0.590278,0.0916667,0.225
60,1,0.588542,0.589815,0.0916667,0.225926
62,1,0.588542,0.590278,0.0916667,0.225
64,1,0.588542,0.590278,0.0916667,0.225
66,1,0.588542,0.590278,0.0916667,0.225
68,1,0.588542,0.590278,0.0916667,0.225
70,1,0.588542,0.590278,0.0916667,0.225
72,1,0.588542,0.590278,0.0916667,0.225
74,1,0.588542,0.590278,0.0916667,0.225
76,1,0.588542,0.590741,0.0916667,0.225926
78,1,0.588542,0.590278,0.0916667,0.225
80,1,0.588542,0.590278,0.0916667,0.225
82,1,0.588542,0.590278,0.0916667,0.225
84,1,0.588542,0.590278,0.0916667,0.225
86,1,0.588802,0.590278,0.0911458,0.225
88,1,0.588542,0.590278,0.0916667,0.225
90,1,0.588542,0.590278,0.0916667,0.225
92,1,0.588542,0.590278,0.0916667,0.225
94,1,0.588542,0.590278,0.0916667,0.225
96,1,0.588542,0.590278,0.0916667,0.225
98,1,0.588542,0.590278,0.0916667,0.225
100,1,0.588542,0.590278,0.0916667,0.225
102,1,0.588542,0.590278,0.0916667,0.225
104,1,0.588542,0.590278,0.0916667,0.225
106,1,0.588542,0.590278,0.0916667,0.225
108,1,0.588542,0.590278,0.0916667,0.225
110,1,0.588542,0.590278,0.0916667,0.225
112,1,0.588281,0.590278,0.0911458,0.225
114,1,0.588542,0.590278,0.0916667,0.225
116,1,0.588542,0.589815,0.0916667,0.225926
118,1,0.588542,0.589815,0.0916667,0.225926
120,1,0.588542,0.590278,0.0916667,0.225
122,1,0.588542,0.590278,0.0916667,0.225
124,1,0.588542,0.590278,0.0916667,0.225
126,1,0.588542,0.590278,0.0916667,0.225
128,1,0.588542,0.590278,0.0916667,0.225
130,1,0.588542,0.590278,0.0916667,0.225
132,1,0.588542,0.590278,0.0916667,0.225
134,1,0.588542,0.590278,0.0916667,0.225
136,1,0.588281,0.590278,0.0911458,0.225
138,1,0.588542,0.589815,0.0916667,0.225926
140,1,0.588542,0.590278,0.0916667,0.225
142,1,0.588281,0.590278,0.0911458,0.225
144,1,0.588542,0.590278,0.0916667,0.225
146,1,0.588542,0.590278,0.0916667,0.225
148,1,0.588542,0.590278,0.0916667,0.225
150,1,0.588542,0.590278,0.0916667,0.225
152,1,0.588542,0.590278,0.0916667,0.225
154,1,0.588542,0.590278,0.090625,0.225
156,1,0.588542,0.590278,0.0916667,0.225
158,1,0.588542,0.590278,0.0916667,0.225
160,1,0.588542,0.590278,0.0916667,0.225
162,1,0.588542,0.590278,0.0916667,0.225
164,1,0.588542,0.589815,0.0916667,0.225926
166,1,0.588542,0.589815,0.0916667,0.225926
168,1,0.588542,0.589815,0.0916667,0.225926
170,1,0.588542,0.590278,0.0916667,0.225
172,1,0.588542,0.590278,0.0916667,0.225
174,1,0.588542,0.590278,0.0916667,0.225
176,1,0.588542,0.590278,0.0916667,0.225
178,1,0.588542,0.589815,0.0916667,0.225926
180,1,0.588542,0.590278,0.0916667,0.225
182,1,0.588542,0.589815,0.0916667,0.225926
184,1,0.588542,0.589815,0.0916667,0.225926
186,1,0.588542,0.590278,0.0916667,0.225
188,1,0.588542,0.589815,0.0916667,0.225926
190,1,0.588542,0.590278,0.0916667,0.225
192,1,0.588542,0.590278,0.0916667,0.225
194,1,0.588542,0.590278,0.0916667,0.225
196,1,0.588542,0.590278,0.0916667,0.225
198,1,0.588542,0.590278,0.0916667,0.225
200,1,0.588542,0.590278,0.0916667,0.225
202,1,0.588542,0.590278,0.0916667,0.225
204,1,0.588542,0.590278,0.0916667,0.225
206,1,0.588542,0.590278,0.0916667,0.225
208,1,0.588542,0.589815,0.0916667,0.225926
210,1,0.588542,0.590278,0.0916667,0.225
212,1,0.588542,0.590278,0.0916667,0.225
214,1,0.588542,0.590278,0.0916667,0.225
216,1,0.588542,0.589815,0.0916667,0.225926
218,1,0.588542,0.590278,0.0916667,0.225
220,1,0.588542,0.590278,0.0916667,0.225
222,1,0.588542,0.590278,0.0916667,0.225
224,1,0.588542,0.590278,0.0916667,0.225
226,1,0.588542,0.590278,0.0916667,0.225
228,1,0.588542,0.590278,0.0916667,0.225
230,1,0.588281,0.590278,0.0911458,0.225
232,1,0.588542,0.590278,0.0916667,0.225
234,1,0.588542,0.590278,0.0916667,0.225
236,1,0.588542,0.590278,0.0916667,0.225
238,1,0.588542,0.590278,0.0916667,0.225
240,1,0.588542,0.590278,0.0916667,0.225
242,1,0.588542,0.590278,0.0916667,0.225
244,1,0.588542,0.590278,0.0916667,0.225
246,1,0.588542,0.590278,0.0916667,0.225
248,1,0.588281,0.590278,0.0911458,0.225
250,1,0.588542,0.589815,0.0916667,0.225926
252,1,0.588542,0.590278,0.0916667,0.225
254,1,0.588542,0.590278,0.0916667,0.225
256,1,0.588542,0.590278,0.0916667,0.225
258,1,0.588542,0.590278,0.0916667,0.225
260,1,0.588542,0.590278,0.0916667,0.225
262,1,0.588542,0.590278,0.0916667,0.225
264,1,0.588542,0.590278,0.0916667,0.225
266,1,0.588542,0.590278,0.0916667,0.225
268,1,0.588542,0.590278,0.0916667,0.225
270,1,0.588281,0.590278,0.0911458,0.225
272,1,0.588542,0.590278,0.0916667,0.225
274,1,0.588542,0.590278,0.0916667,0.225
276,1,0.588542,0.590278,0.0916667,0.225
278,1,0.588542,0.590278,0.0916667,0.225
280,1,0.588542,0.590278,0.0916667,0.225
282,1,0.588542,0.590278,0.0916667,0.225
284,1,0.588542,0.590278,0.0916667,0.225
286,1,0.588542,0.590278,0.0916667,0.225
288,1,0.588542,0.590278,0.0916667,0.225
290,1,0.588542,0.590278,0.0916667,0.225
292,1,0.588542,0.590278,0.0916667,0.225
294,1,0.588542,0.590278,0.0916667,0.225
296,1,0.588281,0.590278,0.0911458,0.225
298,1,0.588281,0.590278,0.0911458,0.225
300,1,0.588281,0.590278,0.0911458,0.225
302,1,0.588542,0.590278,0.0916667,0.225
304,1,0.588281,0.590278,0.0911458,0.225
306,1,0.588542,0.590278,0.0916667,0.225
