,label,x,y,w,h
0,0,0.411198,0.516667,0.0734375,0.22037
2,0,0.410937,0.516204,0.0739583,0.221296
4,0,0.410937,0.516204,0.0729167,0.219444
6,0,0.410937,0.516667,0.0729167,0.22037
8,0,0.410937,0.51713,0.0729167,0.221296
10,0,0.410937,0.516204,0.0729167,0.219444
12,0,0.410937,0.516204,0.0739583,0.221296
14,0,0.410937,0.516204,0.0729167,0.219444
16,0,0.410937,0.516204,0.0729167,0.219444
18,0,0.410937,0.516204,0.0729167,0.219444
20,0,0.410937,0.516204,0.0729167,0.219444
22,0,0.410937,0.516204,0.0729167,0.219444
24,0,0.410937,0.516204,0.0729167,0.219444
26,0,0.410937,0.516204,0.0729167,0.219444
28,0,0.410937,0.516204,0.0729167,0.219444
30,0,0.411198,0.516204,0.0734375,0.219444
32,0,0.410937,0.516204,0.0729167,0.219444
34,0,0.410937,0.516204,0.0729167,0.219444
36,0,0.410937,0.516204,0.0729167,0.219444
38,0,0.410937,0.516204,0.0729167,0.219444
40,0,0.410937,0.516204,0.0729167,0.219444
42,0,0.410937,0.516204,0.0729167,0.219444
44,0,0.411198,0.516667,0.0734375,0.22037
46,0,0.410937,0.516204,0.0729167,0.219444
48,0,0.410937,0.516204,0.0729167,0.219444
50,0,0.410937,0.516204,0.0729167,0.219444
52,0,0.410937,0.516204,0.0729167,0.219444
54,0,0.410937,0.516204,0.0729167,0.219444
56,0,0.410937,0.516204,0.0739583,0.221296
58,0,0.410937,0.516204,0.0729167,0.219444
60,0,0.410937,0.515741,0.0729167,0.218519
62,0,0.411198,0.516204,0.0734375,0.219444
64,0,0.410937,0.516204,0.0729167,0.219444
66,0,0.410937,0.516204,0.0729167,0.219444
68,0,0.410937,0.516204,0.0729167,0.219444
70,0,0.411198,0.516204,0.0734375,0.219444
72,0,0.410937,0.516204,0.0729167,0.219444
74,0,0.410937,0.516204,0.0729167,0.219444
76,0,0.410937,0.516204,0.0729167,0.219444
78,0,0.410937,0.516204,0.0729167,0.219444
80,0,0.411198,0.516204,0.0734375,0.219444
82,0,0.410937,0.516204,0.0729167,0.219444
84,0,0.410937,0.515741,0.0729167,0.22037
86,0,0.410937,0.516204,0.0729167,0.219444
88,0,0.410937,0.515741,0.0729167,0.218519
90,0,0.410937,0.515741,0.0739583,0.22037
92,0,0.410937,0.516204,0.0729167,0.219444
94,0,0.411198,0.516204,0.0734375,0.219444
96,0,0.410937,0.516204,0.0729167,0.219444
98,0,0.410937,0.516204,0.0739583,0.221296
100,0,0.411198,0.516204,0.0734375,0.219444
102,0,0.410937,0.516204,0.0729167,0.219444
104,0,0.411198,0.516204,0.0734375,0.219444
106,0,0.410937,0.516204,0.0729167,0.219444
108,0,0.410937,0.516204,0.0729167,0.219444
110,0,0.410937,0.516204,0.0729167,0.219444
112,0,0.410937,0.516204,0.0729167,0.219444
114,0,0.411198,0.516204,0.0734375,0.219444
116,0,0.411198,0.516204,0.0734375,0.219444
118,0,0.411198,0.51713,0.0744792,0.219444
120,0,0.410677,0.516204,0.0734375,0.219444
122,0,0.410937,0.516204,0.0729167,0.219444
124,0,0.410937,0.516204,0.0729167,0.219444
126,0,0.410937,0.516667,0.0739583,0.222222
128,0,0.411198,0.516204,0.0734375,0.219444
130,0,0.410937,0.516204,0.0729167,0.219444
132,0,0.410937,0.516204,0.0729167,0.219444
134,0,0.410937,0.516204,0.0729167,0.219444
136,0,0.410937,0.516667,0.0739583,0.22037
138,0,0.410937,0.516204,0.0729167,0.219444
140,0,0.410677,0.516204,0.0734375,0.219444
142,0,0.410937,0.516204,0.0729167,0.219444
144,0,0.410937,0.516204,0.0729167,0.219444
146,0,0.410937,0.51713,0.0739583,0.221296
148,0,0.410937,0.516204,0.0729167,0.219444
150,0,0.410937,0.516204,0.0729167,0.219444
152,0,0.410937,0.516204,0.0729167,0.219444
154,0,0.410937,0.516204,0.0729167,0.219444
156,0,0.410937,0.516204,0.0739583,0.219444
158,0,0.410937,0.516204,0.0729167,0.219444
160,0,0.410937,0.516204,0.0729167,0.219444
162,0,0.410937,0.516204,0.0729167,0.219444
164,0,0.410937,0.516667,0.0729167,0.22037
166,0,0.410937,0.516204,0.0729167,0.219444
168,0,0.410937,0.516204,0.0729167,0.219444
170,0,0.410937,0.516204,0.0729167,0.219444
172,0,0.410937,0.516204,0.0729167,0.219444
174,0,0.410677,0.516204,0.0734375,0.219444
176,0,0.410937,0.516204,0.0729167,0.219444
178,0,0.410937,0.516204,0.0729167,0.219444
180,0,0.411198,0.516667,0.0744792,0.22037
182,0,0.410937,0.516204,0.0729167,0.219444
184,0,0.410937,0.516204,0.0729167,0.219444
186,0,0.410937,0.516204,0.0729167,0.219444
188,0,0.410937,0.516204,0.0729167,0.219444
190,0,0.410937,0.516204,0.0729167,0.219444
192,0,0.410937,0.516204,0.0729167,0.219444
194,0,0.410937,0.516204,0.0729167,0.219444
196,0,0.410677,0.516667,0.0734375,0.22037
198,0,0.410937,0.516204,0.0729167,0.219444
200,0,0.410937,0.516204,0.0729167,0.219444
202,0,0.411198,0.516204,0.0734375,0.219444
204,0,0.410937,0.515741,0.0739583,0.22037
206,0,0.411198,0.516204,0.0734375,0.219444
208,0,0.410677,0.516204,0.0734375,0.219444
210,0,0.410937,0.515741,0.0729167,0.22037
212,0,0.410937,0.516204,0.0729167,0.219444
214,0,0.410937,0.516204,0.0729167,0.219444
216,0,0.410937,0.516204,0.0729167,0.219444
218,0,0.410937,0.516204,0.0729167,0.219444
220,0,0.411198,0.516204,0.0734375,0.219444
222,0,0.410937,0.516204,0.0729167,0.219444
224,0,0.410677,0.516204,0.0734375,0.219444
226,0,0.410937,0.516204,0.0729167,0.219444
228,0,0.410937,0.515741,0.0729167,0.22037
230,0,0.410937,0.516204,0.0729167,0.219444
232,0,0.410937,0.516204,0.0729167,0.219444
234,0,0.410937,0.516204,0.0729167,0.219444
236,0,0.410937,0.516204,0.0729167,0.219444
238,0,0.410937,0.516204,0.0729167,0.219444
240,0,0.411198,0.516667,0.0734375,0.22037
242,0,0.410937,0.516204,0.0729167,0.219444
244,0,0.411198,0.516204,0.0734375,0.219444
246,0,0.410937,0.516204,0.0729167,0.219444
248,0,0.410937,0.516204,0.0729167,0.219444
250,0,0.410937,0.516204,0.0729167,0.219444
252,0,0.410937,0.516204,0.0729167,0.219444
254,0,0.410937,0.516204,0.0729167,0.219444
256,0,0.410937,0.516204,0.0729167,0.219444
258,0,0.411198,0.516204,0.0734375,0.219444
260,0,0.410937,0.516204,0.0729167,0.219444
262,0,0.410677,0.516204,0.0734375,0.219444
264,0,0.411198,0.516204,0.0734375,0.219444
266,0,0.410937,0.516667,0.0729167,0.22037
268,0,0.410937,0.516204,0.0729167,0.219444
270,0,0.410937,0.516204,0.0729167,0.219444
272,0,0.410937,0.516204,0.0729167,0.219444
274,0,0.411198,0.516204,0.0734375,0.219444
276,0,0.411198,0.516204,0.0734375,0.219444
278,0,0.410937,0.516204,0.0729167,0.219444
280,0,0.410937,0.516204,0.0729167,0.219444
282,0,0.411198,0.516667,0.0734375,0.22037
284,0,0.411198,0.516204,0.0734375,0.219444
286,0,0.411198,0.516204,0.0734375,0.221296
288,0,0.410937,0.516204,0.0729167,0.219444
290,0,0.410937,0.516204,0.0739583,0.221296
292,0,0.411198,0.516667,0.0734375,0.22037
294,0,0.411198,0.516667,0.0734375,0.22037
296,0,0.411198,0.516667,0.0734375,0.22037
298,0,0.410937,0.516204,0.0729167,0.219444
300,0,0.411198,0.516204,0.0734375,0.219444
302,0,0.410937,0.516204,0.0729167,0.219444
304,0,0.411198,0.516667,0.0734375,0.22037
306,0,0.410937,0.516204,0.0729167,0.219444
308,0,0.411198,0.516667,0.0734375,0.22037
310,0,0.410937,0.516667,0.0729167,0.22037
312,0,0.411198,0.516204,0.0734375,0.219444
314,0,0.411198,0.516204,0.0734375,0.221296
