,label,x,y,w,h
0,0,0.423698,0.577315,0.0744792,0.191667
2,0,0.423958,0.577315,0.0739583,0.191667
4,0,0.423958,0.577315,0.0739583,0.191667
6,0,0.423958,0.577315,0.0739583,0.191667
8,0,0.423958,0.577315,0.0739583,0.191667
10,0,0.423958,0.577315,0.0739583,0.191667
12,0,0.423698,0.577315,0.0744792,0.191667
14,0,0.423958,0.577315,0.0739583,0.191667
16,0,0.423698,0.576852,0.0744792,0.192593
18,0,0.423698,0.577315,0.0744792,0.191667
20,0,0.423698,0.577315,0.0744792,0.191667
22,0,0.423698,0.577315,0.0744792,0.191667
24,0,0.423958,0.577315,0.0739583,0.191667
26,0,0.423698,0.577315,0.0744792,0.191667
28,0,0.423698,0.577315,0.0744792,0.191667
30,0,0.423698,0.577315,0.0744792,0.191667
32,0,0.423698,0.577315,0.0744792,0.191667
34,0,0.423698,0.577315,0.0744792,0.191667
36,0,0.423958,0.577315,0.0739583,0.191667
38,0,0.423698,0.577315,0.0744792,0.191667
40,0,0.423698,0.577315,0.0744792,0.191667
42,0,0.423958,0.577315,0.0739583,0.191667
44,0,0.423698,0.577315,0.0744792,0.191667
46,0,0.423698,0.577315,0.0744792,0.191667
48,0,0.423698,0.577315,0.0744792,0.191667
50,0,0.423698,0.577315,0.0744792,0.191667
52,0,0.423698,0.577315,0.0744792,0.191667
54,0,0.423438,0.576852,0.0739583,0.192593
56,0,0.423698,0.577315,0.0744792,0.191667
58,0,0.423698,0.577315,0.0744792,0.191667
60,0,0.423698,0.577315,0.0744792,0.191667
62,0,0.423698,0.576852,0.0744792,0.192593
64,0,0.423698,0.576852,0.0744792,0.192593
66,0,0.423698,0.576852,0.0744792,0.192593
68,0,0.423698,0.576852,0.0744792,0.192593
70,0,0.423698,0.576852,0.0744792,0.192593
72,0,0.423698,0.577315,0.0744792,0.191667
74,0,0.423698,0.576852,0.0744792,0.192593
76,0,0.423698,0.576852,0.0744792,0.192593
78,0,0.423698,0.577315,0.0744792,0.191667
80,0,0.423438,0.577315,0.075,0.191667
82,0,0.423438,0.576852,0.075,0.192593
84,0,0.423698,0.577315,0.0744792,0.191667
86,0,0.423698,0.577778,0.0744792,0.192593
88,0,0.423438,0.577315,0.075,0.191667
90,0,0.423698,0.576852,0.0744792,0.192593
92,0,0.423438,0.576852,0.075,0.192593
94,0,0.423698,0.577778,0.0744792,0.192593
96,0,0.423698,0.577315,0.0744792,0.191667
98,0,0.423438,0.577778,0.075,0.192593
100,0,0.423438,0.577778,0.075,0.192593
102,0,0.423438,0.577778,0.075,0.192593
104,0,0.423438,0.576852,0.075,0.192593
106,0,0.423698,0.576852,0.0744792,0.192593
108,0,0.423698,0.577778,0.0744792,0.192593
110,0,0.423698,0.577315,0.0744792,0.191667
112,0,0.423698,0.577778,0.0744792,0.192593
114,0,0.423698,0.577778,0.0744792,0.192593
116,0,0.423698,0.577778,0.0744792,0.192593
118,0,0.423698,0.577315,0.0744792,0.193519
120,0,0.423698,0.577315,0.0744792,0.193519
122,0,0.423698,0.577315,0.0744792,0.193519
124,0,0.423698,0.577315,0.0744792,0.191667
126,0,0.423698,0.576852,0.0744792,0.192593
128,0,0.423698,0.576852,0.0744792,0.192593
130,0,0.423438,0.577315,0.075,0.193519
132,0,0.423698,0.576852,0.0744792,0.192593
134,0,0.423438,0.576852,0.075,0.192593
136,0,0.423438,0.576852,0.075,0.192593
138,0,0.423438,0.577315,0.075,0.193519
140,0,0.423698,0.577315,0.0755208,0.193519
142,0,0.423698,0.577315,0.0755208,0.193519
144,0,0.423438,0.577315,0.075,0.193519
146,0,0.423438,0.576852,0.075,0.192593
148,0,0.423438,0.576852,0.075,0.192593
150,0,0.423438,0.576852,0.075,0.192593
152,0,0.423438,0.576852,0.075,0.192593
154,0,0.423698,0.577315,0.0744792,0.193519
156,0,0.423438,0.577315,0.075,0.193519
158,0,0.423698,0.576852,0.0744792,0.192593
160,0,0.423698,0.577315,0.0755208,0.193519
162,0,0.423438,0.576852,0.075,0.192593
164,0,0.423438,0.577315,0.075,0.193519
166,0,0.423438,0.577315,0.075,0.193519
168,0,0.423438,0.576852,0.075,0.192593
170,0,0.423438,0.577315,0.075,0.193519
