,label,x,y,w,h
1,0,0.432552,0.300463,0.0734375,0.197222
3,0,0.432552,0.3,0.0734375,0.196296
5,0,0.432552,0.299537,0.0734375,0.197222
7,0,0.432552,0.3,0.0734375,0.196296
9,0,0.432292,0.3,0.0729167,0.196296
11,0,0.432552,0.300463,0.0734375,0.197222
13,0,0.432552,0.299537,0.0734375,0.197222
15,0,0.432552,0.300463,0.0734375,0.197222
17,0,0.432552,0.299537,0.0734375,0.197222
19,0,0.432552,0.300463,0.0734375,0.197222
21,0,0.432552,0.3,0.0734375,0.198148
23,0,0.432552,0.299537,0.0734375,0.197222
25,0,0.432552,0.3,0.0734375,0.198148
27,0,0.432552,0.300463,0.0734375,0.197222
29,0,0.432552,0.299537,0.0734375,0.197222
31,0,0.432552,0.3,0.0734375,0.198148
33,0,0.432552,0.300463,0.0734375,0.197222
35,0,0.432552,0.3,0.0734375,0.198148
37,0,0.432552,0.300463,0.0734375,0.197222
39,0,0.432552,0.300463,0.0734375,0.197222
41,0,0.432552,0.3,0.0734375,0.198148
43,0,0.432552,0.300463,0.0734375,0.197222
45,0,0.432552,0.300463,0.0734375,0.197222
47,0,0.432552,0.3,0.0734375,0.198148
49,0,0.432552,0.3,0.0734375,0.198148
51,0,0.432552,0.300463,0.0734375,0.197222
53,0,0.432552,0.3,0.0734375,0.198148
55,0,0.432292,0.3,0.0729167,0.198148
57,0,0.432552,0.299537,0.0734375,0.197222
59,0,0.432552,0.3,0.0734375,0.198148
61,0,0.432552,0.299537,0.0734375,0.197222
63,0,0.432552,0.3,0.0734375,0.198148
65,0,0.432552,0.3,0.0734375,0.196296
67,0,0.432292,0.299537,0.0729167,0.197222
69,0,0.432552,0.3,0.0734375,0.198148
71,0,0.432552,0.299537,0.0734375,0.197222
73,0,0.432292,0.3,0.0729167,0.196296
75,0,0.432813,0.3,0.0729167,0.196296
77,0,0.432292,0.299537,0.0729167,0.197222
79,0,0.432552,0.300463,0.0734375,0.197222
81,0,0.432552,0.299537,0.0734375,0.197222
83,0,0.432552,0.3,0.0734375,0.196296
85,0,0.432552,0.3,0.0734375,0.196296
87,0,0.432552,0.299537,0.0734375,0.197222
