,label,x,y,w,h
1,0,0.405469,0.599074,0.0880208,0.222222
3,0,0.405469,0.598611,0.0880208,0.219444
5,0,0.405208,0.599537,0.0875,0.223148
7,0,0.405469,0.599074,0.0880208,0.222222
9,0,0.405469,0.599074,0.0880208,0.222222
11,0,0.405208,0.599074,0.0875,0.222222
13,0,0.405208,0.599537,0.0875,0.221296
15,0,0.405469,0.599074,0.0880208,0.222222
17,0,0.405469,0.599537,0.0880208,0.223148
19,0,0.405469,0.599537,0.0880208,0.223148
21,0,0.405469,0.599537,0.0880208,0.223148
23,0,0.405469,0.599074,0.0880208,0.222222
25,0,0.405729,0.599074,0.0875,0.222222
27,0,0.405469,0.599074,0.0880208,0.222222
29,0,0.405469,0.599537,0.0880208,0.223148
31,0,0.405469,0.599074,0.0880208,0.222222
33,0,0.405469,0.599537,0.0880208,0.223148
35,0,0.405469,0.599537,0.0880208,0.223148
37,0,0.405729,0.599074,0.0875,0.222222
39,0,0.405469,0.599074,0.0880208,0.222222
41,0,0.405469,0.599074,0.0880208,0.222222
43,0,0.405208,0.599537,0.0875,0.223148
45,0,0.405469,0.599074,0.0880208,0.222222
47,0,0.405469,0.599074,0.0880208,0.222222
49,0,0.405208,0.599537,0.0875,0.223148
51,0,0.405469,0.599074,0.0880208,0.222222
53,0,0.405729,0.599074,0.0875,0.222222
55,0,0.405469,0.599537,0.0880208,0.223148
57,0,0.405208,0.599537,0.0875,0.223148
59,0,0.405469,0.599074,0.0880208,0.222222
61,0,0.405469,0.599537,0.0880208,0.223148
63,0,0.405469,0.599537,0.0880208,0.223148
65,0,0.405469,0.599537,0.0880208,0.223148
67,0,0.405469,0.599537,0.0880208,0.223148
69,0,0.405469,0.599537,0.0880208,0.223148
71,0,0.405469,0.599537,0.0880208,0.223148
73,0,0.405208,0.599537,0.0875,0.223148
75,0,0.405469,0.599537,0.0880208,0.223148
77,0,0.405469,0.599537,0.0880208,0.223148
79,0,0.405469,0.599537,0.0880208,0.223148
81,0,0.405469,0.599537,0.0880208,0.223148
83,0,0.405469,0.599537,0.0880208,0.223148
85,0,0.405729,0.599074,0.0875,0.222222
87,0,0.405208,0.599537,0.0875,0.223148
89,0,0.405469,0.599537,0.0880208,0.223148
91,0,0.405469,0.599537,0.0880208,0.223148
93,0,0.405729,0.599074,0.0875,0.222222
95,0,0.405208,0.599537,0.0875,0.223148
97,0,0.405729,0.599074,0.0875,0.222222
99,0,0.405729,0.599537,0.0875,0.223148
101,0,0.405469,0.599074,0.0880208,0.222222
103,0,0.405469,0.599537,0.0880208,0.221296
105,0,0.405469,0.599074,0.0880208,0.222222
107,0,0.405208,0.599537,0.0875,0.223148
109,0,0.405469,0.599537,0.0880208,0.223148
111,0,0.405469,0.599074,0.0880208,0.222222
113,0,0.405469,0.599074,0.0880208,0.222222
115,0,0.405469,0.599537,0.0880208,0.223148
117,0,0.405469,0.599074,0.0880208,0.222222
119,0,0.405469,0.599074,0.0880208,0.222222
121,0,0.405469,0.599537,0.0880208,0.223148
123,0,0.405469,0.599074,0.0880208,0.222222
125,0,0.405469,0.599074,0.0880208,0.22037
127,0,0.405469,0.599074,0.0880208,0.222222
129,0,0.405469,0.599537,0.0880208,0.223148
131,0,0.405469,0.599537,0.0880208,0.223148
133,0,0.405469,0.599074,0.0880208,0.222222
135,0,0.405469,0.599074,0.0880208,0.222222
137,0,0.405208,0.599537,0.0875,0.223148
139,0,0.405469,0.599537,0.0880208,0.223148
141,0,0.405729,0.599074,0.0875,0.222222
143,0,0.405729,0.599537,0.0875,0.223148
145,0,0.405469,0.599074,0.0880208,0.222222
147,0,0.405729,0.599074,0.0875,0.222222
149,0,0.405469,0.599537,0.0880208,0.223148
151,0,0.405469,0.599074,0.0880208,0.222222
153,0,0.405469,0.599537,0.0880208,0.223148
155,0,0.405469,0.599074,0.0880208,0.222222
157,0,0.405469,0.599074,0.0880208,0.222222
159,0,0.405729,0.599537,0.0875,0.221296
161,0,0.405208,0.599537,0.0875,0.223148
163,0,0.405469,0.599074,0.0880208,0.222222
165,0,0.405469,0.599074,0.0880208,0.222222
167,0,0.405469,0.599074,0.0880208,0.222222
