,label,x,y,w,h
1,0,0.430729,0.52963,0.0895833,0.225926
3,0,0.430729,0.52963,0.0895833,0.225926
5,0,0.430729,0.530093,0.0895833,0.225
7,0,0.43099,0.52963,0.0901042,0.225926
9,0,0.430729,0.52963,0.0895833,0.225926
11,0,0.430729,0.52963,0.0895833,0.225926
13,0,0.430729,0.530093,0.0895833,0.225
15,0,0.430729,0.52963,0.0895833,0.225926
17,0,0.43099,0.52963,0.0901042,0.225926
19,0,0.430729,0.52963,0.0895833,0.225926
21,0,0.430469,0.52963,0.0901042,0.225926
23,0,0.430729,0.52963,0.0895833,0.225926
25,0,0.430729,0.52963,0.0895833,0.225926
27,0,0.430729,0.52963,0.0895833,0.225926
29,0,0.430729,0.52963,0.0895833,0.225926
31,0,0.430729,0.529167,0.0895833,0.225
33,0,0.43125,0.52963,0.090625,0.225926
35,0,0.43099,0.52963,0.0901042,0.225926
37,0,0.43099,0.52963,0.0901042,0.225926
39,0,0.43099,0.52963,0.0901042,0.225926
41,0,0.43099,0.529167,0.0901042,0.225
43,0,0.43099,0.52963,0.0901042,0.225926
45,0,0.430729,0.52963,0.090625,0.225926
47,0,0.43099,0.52963,0.0901042,0.225926
49,0,0.430729,0.530093,0.090625,0.225
51,0,0.430729,0.530093,0.0895833,0.225
53,0,0.430729,0.52963,0.0895833,0.225926
55,0,0.43099,0.530093,0.0901042,0.225
57,0,0.43099,0.52963,0.0901042,0.225926
59,0,0.43099,0.52963,0.0901042,0.225926
61,0,0.43099,0.52963,0.0901042,0.225926
63,0,0.430729,0.52963,0.0895833,0.225926
65,0,0.430729,0.52963,0.0895833,0.225926
67,0,0.43099,0.52963,0.0901042,0.225926
69,0,0.430729,0.52963,0.0895833,0.225926
71,0,0.43099,0.52963,0.0901042,0.225926
73,0,0.430729,0.52963,0.0895833,0.225926
75,0,0.430729,0.52963,0.0895833,0.225926
77,0,0.430729,0.52963,0.0895833,0.225926
79,0,0.43099,0.52963,0.0901042,0.225926
81,0,0.43099,0.52963,0.0901042,0.225926
83,0,0.43099,0.52963,0.0901042,0.225926
85,0,0.430729,0.52963,0.0895833,0.225926
87,0,0.430729,0.52963,0.0895833,0.225926
89,0,0.430729,0.52963,0.0895833,0.225926
91,0,0.430729,0.52963,0.0895833,0.225926
93,0,0.43099,0.52963,0.0901042,0.225926
95,0,0.43099,0.52963,0.0901042,0.225926
97,0,0.430729,0.529167,0.0895833,0.225
99,0,0.430729,0.52963,0.0895833,0.225926
101,0,0.43099,0.52963,0.0901042,0.225926
103,0,0.43099,0.52963,0.0901042,0.225926
105,0,0.43099,0.52963,0.0901042,0.225926
107,0,0.43099,0.52963,0.0901042,0.225926
109,0,0.43099,0.52963,0.0901042,0.225926
111,0,0.430729,0.529167,0.0895833,0.225
113,0,0.430729,0.52963,0.0895833,0.225926
115,0,0.430729,0.52963,0.0895833,0.225926
117,0,0.430729,0.52963,0.0895833,0.225926
119,0,0.430729,0.52963,0.0895833,0.225926
121,0,0.430729,0.529167,0.0895833,0.225
123,0,0.430729,0.529167,0.0895833,0.225
125,0,0.430729,0.529167,0.0895833,0.225
127,0,0.430729,0.529167,0.0895833,0.225
129,0,0.430729,0.529167,0.0895833,0.225
131,0,0.430729,0.529167,0.0895833,0.225
133,0,0.43099,0.529167,0.0901042,0.225
135,0,0.430729,0.529167,0.0895833,0.225
137,0,0.430729,0.529167,0.0895833,0.225
139,0,0.430729,0.529167,0.0895833,0.225
141,0,0.430729,0.52963,0.0895833,0.225926
143,0,0.430729,0.529167,0.0895833,0.225
145,0,0.430729,0.529167,0.0895833,0.225
147,0,0.430729,0.529167,0.0895833,0.225
149,0,0.430729,0.529167,0.0895833,0.225
151,0,0.430729,0.529167,0.0895833,0.225
153,0,0.430729,0.529167,0.0895833,0.225
155,0,0.430729,0.529167,0.0895833,0.225
157,0,0.430729,0.529167,0.0895833,0.225
159,0,0.430469,0.529167,0.0890625,0.225
161,0,0.430729,0.529167,0.0895833,0.225
163,0,0.430729,0.529167,0.0885417,0.225
165,0,0.430729,0.529167,0.0895833,0.225
167,0,0.430729,0.529167,0.0895833,0.225
169,0,0.430469,0.529167,0.0890625,0.225
171,0,0.430469,0.529167,0.0890625,0.225
173,0,0.430729,0.529167,0.0895833,0.225
175,0,0.430729,0.529167,0.0895833,0.225
177,0,0.430469,0.529167,0.0890625,0.225
179,0,0.430729,0.529167,0.0895833,0.225
181,0,0.430469,0.529167,0.0890625,0.225
183,0,0.430729,0.529167,0.0895833,0.225
185,0,0.430469,0.529167,0.0890625,0.225
187,0,0.430469,0.529167,0.0890625,0.225
189,0,0.430729,0.529167,0.0895833,0.225
191,0,0.430469,0.529167,0.0890625,0.225
193,0,0.430469,0.529167,0.0890625,0.225
195,0,0.430469,0.529167,0.0890625,0.225
197,0,0.430469,0.529167,0.0890625,0.225
199,0,0.430729,0.529167,0.0895833,0.225
201,0,0.430469,0.529167,0.0890625,0.225
203,0,0.430469,0.529167,0.0890625,0.225
205,0,0.430469,0.529167,0.0890625,0.225
207,0,0.430469,0.529167,0.0890625,0.225
209,0,0.430469,0.529167,0.0890625,0.225
211,0,0.430469,0.529167,0.0890625,0.225
213,0,0.430469,0.52963,0.0890625,0.225926
215,0,0.430469,0.529167,0.0890625,0.225
217,0,0.430469,0.529167,0.0890625,0.225
219,0,0.430729,0.52963,0.0895833,0.225926
221,0,0.430469,0.529167,0.0890625,0.225
223,0,0.430469,0.529167,0.0890625,0.225
225,0,0.430469,0.529167,0.0890625,0.225
227,0,0.430729,0.52963,0.0895833,0.225926
229,0,0.430469,0.529167,0.0890625,0.225
231,0,0.430469,0.529167,0.0890625,0.225
233,0,0.430469,0.529167,0.0890625,0.225
235,0,0.430729,0.52963,0.0895833,0.225926
237,0,0.430469,0.529167,0.0890625,0.225
239,0,0.430469,0.529167,0.0890625,0.225
241,0,0.430469,0.529167,0.0890625,0.225
243,0,0.430469,0.529167,0.0890625,0.225
245,0,0.430469,0.529167,0.0890625,0.225
247,0,0.430469,0.529167,0.0890625,0.225
249,0,0.430469,0.529167,0.0890625,0.225
251,0,0.430469,0.529167,0.0890625,0.225
253,0,0.430469,0.529167,0.0890625,0.225
255,0,0.430469,0.529167,0.0890625,0.225
257,0,0.430469,0.529167,0.0890625,0.225
259,0,0.430469,0.529167,0.0890625,0.225
261,0,0.430469,0.529167,0.0890625,0.225
263,0,0.430469,0.529167,0.0890625,0.225
265,0,0.430469,0.529167,0.0890625,0.225
267,0,0.430208,0.529167,0.0885417,0.225
269,0,0.430469,0.529167,0.0890625,0.225
271,0,0.430469,0.529167,0.0890625,0.225
273,0,0.430208,0.529167,0.0885417,0.225
275,0,0.430469,0.529167,0.0890625,0.225
277,0,0.430469,0.529167,0.0890625,0.225
279,0,0.430469,0.529167,0.0890625,0.225
281,0,0.430469,0.529167,0.0890625,0.225
283,0,0.430469,0.529167,0.0890625,0.225
285,0,0.430208,0.529167,0.0885417,0.225
287,0,0.430469,0.529167,0.0890625,0.225
289,0,0.430469,0.52963,0.0890625,0.225926
291,0,0.430469,0.529167,0.0890625,0.225
293,0,0.430469,0.529167,0.0890625,0.225
