,label,x,y,w,h
0,1,0.54401,0.552315,0.0901042,0.221296
2,1,0.54401,0.552315,0.0901042,0.221296
4,1,0.54401,0.552315,0.0901042,0.221296
6,1,0.54401,0.552315,0.0901042,0.221296
8,1,0.54401,0.552315,0.0901042,0.221296
10,1,0.54401,0.551852,0.0901042,0.222222
12,1,0.54401,0.552315,0.0901042,0.221296
14,1,0.54375,0.552315,0.0895833,0.221296
16,1,0.54401,0.552315,0.0901042,0.221296
18,1,0.54401,0.552315,0.0901042,0.221296
20,1,0.54401,0.552315,0.0901042,0.221296
22,1,0.54401,0.552315,0.0901042,0.221296
24,1,0.54401,0.551852,0.0901042,0.222222
26,1,0.54375,0.552315,0.0895833,0.221296
28,1,0.54375,0.552315,0.0895833,0.221296
30,1,0.54401,0.552315,0.0901042,0.221296
32,1,0.54375,0.552315,0.0895833,0.221296
34,1,0.54375,0.552315,0.0895833,0.221296
36,1,0.54401,0.552315,0.0901042,0.221296
38,1,0.54401,0.552315,0.0901042,0.221296
40,1,0.54401,0.551852,0.0901042,0.22037
42,1,0.54401,0.552315,0.0901042,0.221296
44,1,0.54401,0.552315,0.0901042,0.221296
46,1,0.54401,0.552315,0.0901042,0.221296
48,1,0.54401,0.552315,0.0901042,0.221296
50,1,0.54401,0.552315,0.0901042,0.221296
52,1,0.54401,0.552315,0.0901042,0.221296
54,1,0.54401,0.552315,0.0901042,0.221296
56,1,0.54401,0.552315,0.0901042,0.221296
58,1,0.54375,0.552315,0.0895833,0.221296
60,1,0.54375,0.552315,0.0895833,0.221296
62,1,0.54401,0.552315,0.0901042,0.221296
64,1,0.54401,0.552315,0.0901042,0.221296
66,1,0.54401,0.552315,0.0901042,0.221296
68,1,0.54375,0.551852,0.0895833,0.222222
70,1,0.54375,0.552315,0.0895833,0.221296
72,1,0.54375,0.552315,0.0895833,0.221296
74,1,0.54401,0.552315,0.0901042,0.221296
76,1,0.54401,0.552315,0.0901042,0.221296
78,1,0.54375,0.552315,0.0895833,0.221296
80,1,0.54375,0.551852,0.0895833,0.222222
82,1,0.54375,0.552315,0.0895833,0.221296
84,1,0.54375,0.552315,0.0895833,0.221296
86,1,0.54375,0.552315,0.0895833,0.221296
88,1,0.54375,0.552315,0.0895833,0.221296
90,1,0.54401,0.552315,0.0901042,0.221296
92,1,0.54401,0.552315,0.0901042,0.221296
94,1,0.54401,0.552315,0.0901042,0.221296
96,1,0.54401,0.552315,0.0901042,0.221296
98,1,0.54375,0.552315,0.0895833,0.221296
100,1,0.54375,0.552315,0.0895833,0.221296
102,1,0.54375,0.552315,0.0895833,0.221296
104,1,0.54375,0.552315,0.0895833,0.221296
106,1,0.54401,0.552315,0.0901042,0.221296
108,1,0.54401,0.552315,0.0901042,0.221296
110,1,0.54375,0.552315,0.0895833,0.221296
112,1,0.54401,0.552315,0.0901042,0.221296
114,1,0.54375,0.552315,0.0895833,0.221296
116,1,0.54375,0.552315,0.0895833,0.221296
118,1,0.54375,0.551852,0.0895833,0.222222
120,1,0.54401,0.552315,0.0901042,0.221296
122,1,0.54401,0.552315,0.0901042,0.221296
124,1,0.54401,0.552315,0.0901042,0.221296
126,1,0.54375,0.551852,0.0895833,0.222222
128,1,0.54375,0.552315,0.0895833,0.221296
130,1,0.54375,0.552315,0.0895833,0.221296
132,1,0.54375,0.552315,0.0895833,0.221296
134,1,0.54375,0.552315,0.0895833,0.221296
136,1,0.54375,0.551852,0.0895833,0.222222
138,1,0.54375,0.552315,0.0895833,0.221296
140,1,0.54401,0.552315,0.0901042,0.221296
142,1,0.54401,0.552315,0.0901042,0.221296
144,1,0.54375,0.552315,0.0895833,0.221296
146,1,0.54375,0.551852,0.0895833,0.222222
148,1,0.54401,0.552315,0.0901042,0.221296
150,1,0.54401,0.552315,0.0901042,0.221296
152,1,0.54375,0.552315,0.0895833,0.221296
154,1,0.54375,0.552315,0.0895833,0.221296
156,1,0.54375,0.551852,0.0895833,0.222222
158,1,0.54375,0.552315,0.0895833,0.221296
160,1,0.54375,0.552315,0.0895833,0.221296
162,1,0.54401,0.551852,0.0901042,0.222222
164,1,0.54401,0.551852,0.0901042,0.222222
166,1,0.54401,0.552315,0.0901042,0.221296
168,1,0.54401,0.552315,0.0901042,0.221296
170,1,0.54401,0.552315,0.0901042,0.221296
172,1,0.54401,0.551852,0.0901042,0.222222
174,1,0.54375,0.552315,0.0895833,0.221296
176,1,0.54401,0.551852,0.0901042,0.222222
178,1,0.54401,0.552315,0.0901042,0.221296
180,1,0.54375,0.552315,0.0895833,0.221296
182,1,0.54401,0.551852,0.0901042,0.222222
184,1,0.54401,0.552315,0.0901042,0.221296
186,1,0.54401,0.552315,0.0901042,0.221296
188,1,0.54375,0.551852,0.0895833,0.222222
190,1,0.54401,0.552315,0.0901042,0.221296
192,1,0.54401,0.551852,0.0901042,0.222222
194,1,0.54375,0.551852,0.0895833,0.22037
196,1,0.54375,0.552315,0.0895833,0.221296
198,1,0.54375,0.552315,0.0895833,0.221296
200,1,0.54375,0.552315,0.0895833,0.221296
202,1,0.54375,0.552315,0.0895833,0.221296
204,1,0.54375,0.552315,0.0895833,0.221296
