,label,x,y,w,h
1,0,0.407813,0.560648,0.09375,0.232407
3,0,0.407552,0.560648,0.0932292,0.232407
5,0,0.407552,0.560185,0.0932292,0.233333
7,0,0.407552,0.560648,0.0932292,0.232407
9,0,0.407813,0.560185,0.09375,0.233333
11,0,0.407813,0.560648,0.09375,0.232407
13,0,0.407813,0.560648,0.09375,0.232407
15,0,0.407813,0.560648,0.0927083,0.232407
17,0,0.407552,0.560648,0.0932292,0.232407
19,0,0.407552,0.560648,0.0932292,0.232407
21,0,0.407813,0.560185,0.09375,0.233333
23,0,0.407813,0.560648,0.09375,0.232407
25,0,0.407552,0.560648,0.0932292,0.232407
27,0,0.407813,0.560648,0.0927083,0.232407
29,0,0.407813,0.560648,0.09375,0.232407
31,0,0.407813,0.560648,0.09375,0.232407
33,0,0.407552,0.560648,0.0932292,0.232407
35,0,0.407552,0.560185,0.0932292,0.233333
37,0,0.407552,0.560648,0.0932292,0.232407
39,0,0.407552,0.560648,0.0932292,0.232407
41,0,0.407813,0.560648,0.0927083,0.232407
43,0,0.407813,0.560185,0.09375,0.233333
45,0,0.408073,0.560648,0.0932292,0.232407
47,0,0.408073,0.560648,0.0932292,0.232407
49,0,0.407552,0.560648,0.0932292,0.232407
51,0,0.407552,0.560648,0.0932292,0.232407
53,0,0.408073,0.560648,0.0932292,0.232407
55,0,0.407813,0.560648,0.09375,0.232407
57,0,0.407552,0.560648,0.0932292,0.232407
59,0,0.407813,0.560185,0.09375,0.233333
61,0,0.407552,0.560648,0.0932292,0.232407
63,0,0.407813,0.560648,0.0927083,0.232407
65,0,0.407552,0.560185,0.0932292,0.233333
67,0,0.408073,0.560648,0.0932292,0.232407
69,0,0.407813,0.560648,0.0927083,0.232407
71,0,0.407813,0.560648,0.0927083,0.232407
73,0,0.407813,0.560648,0.0927083,0.232407
75,0,0.407813,0.560648,0.0927083,0.232407
77,0,0.408073,0.560648,0.0932292,0.232407
79,0,0.408073,0.560648,0.0932292,0.232407
81,0,0.407813,0.560648,0.0927083,0.232407
83,0,0.407813,0.560648,0.0927083,0.232407
85,0,0.407552,0.560648,0.0932292,0.232407
87,0,0.407813,0.560648,0.0927083,0.232407
89,0,0.407813,0.560648,0.0927083,0.232407
91,0,0.407552,0.560185,0.0932292,0.233333
93,0,0.408073,0.560185,0.0932292,0.233333
95,0,0.407813,0.560648,0.0927083,0.232407
97,0,0.408073,0.560648,0.0932292,0.232407
99,0,0.407813,0.560648,0.0927083,0.232407
101,0,0.408073,0.560648,0.0932292,0.232407
103,0,0.407813,0.560185,0.0927083,0.233333
105,0,0.407813,0.560648,0.0927083,0.232407
107,0,0.408073,0.560648,0.0932292,0.232407
109,0,0.408073,0.560648,0.0932292,0.232407
111,0,0.407813,0.560648,0.0927083,0.232407
113,0,0.407813,0.560648,0.0927083,0.232407
115,0,0.407813,0.560648,0.0927083,0.232407
117,0,0.408073,0.560648,0.0932292,0.232407
119,0,0.407813,0.560648,0.0927083,0.232407
121,0,0.407813,0.560185,0.0927083,0.233333
123,0,0.407813,0.560185,0.0927083,0.233333
125,0,0.407552,0.560185,0.0932292,0.233333
127,0,0.408073,0.560648,0.0932292,0.232407
129,0,0.407813,0.560185,0.0927083,0.233333
131,0,0.407813,0.560185,0.09375,0.233333
133,0,0.407813,0.560648,0.0927083,0.232407
135,0,0.407552,0.560185,0.0932292,0.233333
137,0,0.407813,0.560648,0.0927083,0.232407
139,0,0.407813,0.560648,0.0927083,0.232407
141,0,0.407552,0.560648,0.0932292,0.232407
143,0,0.407813,0.560648,0.0927083,0.232407
145,0,0.408073,0.560648,0.0932292,0.232407
147,0,0.407813,0.560648,0.0927083,0.232407
149,0,0.408073,0.560648,0.0932292,0.232407
151,0,0.407552,0.560185,0.0932292,0.233333
153,0,0.407813,0.560648,0.0927083,0.232407
155,0,0.407813,0.560185,0.0927083,0.233333
157,0,0.407552,0.560185,0.0932292,0.233333
159,0,0.407813,0.560648,0.0927083,0.232407
161,0,0.407552,0.560648,0.0932292,0.232407
163,0,0.408073,0.561111,0.0932292,0.233333
165,0,0.407552,0.560185,0.0932292,0.233333
167,0,0.407813,0.560648,0.0927083,0.232407
169,0,0.407813,0.560648,0.0927083,0.232407
171,0,0.407813,0.560648,0.0927083,0.232407
173,0,0.407813,0.560185,0.0927083,0.233333
175,0,0.407552,0.560185,0.0932292,0.233333
177,0,0.407813,0.560185,0.09375,0.233333
179,0,0.407552,0.560185,0.0932292,0.233333
181,0,0.407813,0.560185,0.09375,0.233333
183,0,0.407552,0.560185,0.0932292,0.233333
185,0,0.407813,0.560648,0.0927083,0.232407
187,0,0.407552,0.560185,0.0932292,0.233333
189,0,0.408073,0.560648,0.0932292,0.232407
191,0,0.407552,0.560648,0.0932292,0.232407
193,0,0.407813,0.560648,0.0927083,0.232407
195,0,0.407813,0.560185,0.0927083,0.231481
197,0,0.407813,0.560648,0.0927083,0.232407
199,0,0.407813,0.560648,0.0927083,0.232407
201,0,0.407813,0.560648,0.0927083,0.232407
203,0,0.407813,0.560648,0.0927083,0.232407
205,0,0.407813,0.560648,0.0927083,0.232407
207,0,0.407813,0.560648,0.0927083,0.232407
209,0,0.407813,0.560648,0.0927083,0.232407
211,0,0.408073,0.560648,0.0932292,0.232407
213,0,0.407813,0.560648,0.0927083,0.232407
215,0,0.407813,0.560648,0.0927083,0.232407
217,0,0.408073,0.560185,0.0932292,0.233333
219,0,0.407813,0.560185,0.09375,0.233333
221,0,0.407552,0.560185,0.0932292,0.233333
223,0,0.407813,0.560185,0.09375,0.233333
225,0,0.407552,0.560648,0.0932292,0.232407
227,0,0.407292,0.560648,0.09375,0.232407
229,0,0.40651,0.561574,0.0942708,0.232407
231,0,0.40651,0.562037,0.0942708,0.231481
233,0,0.407292,0.561574,0.09375,0.230556
235,0,0.40651,0.5625,0.0942708,0.232407
237,0,0.40625,0.5625,0.0947917,0.230556
239,0,0.405208,0.562037,0.0947917,0.22963
241,0,0.402604,0.560185,0.0947917,0.227778
243,0,0.396094,0.559259,0.0984375,0.235185
245,0,0.385417,0.556944,0.0989583,0.243519
246,0,0.364323,0.553704,0.0911458,0.257407
249,0,0.34401,0.544444,0.0984375,0.257407
251,0,0.316927,0.52963,0.0973958,0.262963
253,0,0.284375,0.514815,0.0958333,0.264815
254,0,0.251823,0.500463,0.0984375,0.265741
256,0,0.22526,0.48287,0.104687,0.262037
259,0,0.198958,0.470833,0.107292,0.258333
261,0,0.18099,0.458796,0.108854,0.252778
263,0,0.16901,0.451389,0.0994792,0.250926
265,0,0.161719,0.448148,0.0921875,0.25
267,0,0.15651,0.446759,0.0859375,0.241667
269,0,0.155729,0.445833,0.0833333,0.239815
271,0,0.15599,0.446759,0.0817708,0.239815
273,0,0.155469,0.447222,0.0807292,0.238889
275,0,0.155469,0.448148,0.0796875,0.237037
277,0,0.15625,0.448148,0.078125,0.235185
279,0,0.15625,0.449074,0.078125,0.233333
281,0,0.155469,0.450926,0.0786458,0.233333
283,0,0.154427,0.450926,0.0796875,0.231481
285,0,0.153646,0.451389,0.08125,0.228704
287,0,0.153125,0.451852,0.08125,0.227778
289,0,0.152865,0.453241,0.0807292,0.228704
290,0,0.151042,0.454167,0.0833333,0.236111
292,0,0.15,0.45463,0.084375,0.233333
294,0,0.149219,0.45787,0.0838542,0.234259
296,0,0.148438,0.458333,0.084375,0.235185
298,0,0.148177,0.458796,0.0859375,0.236111
300,0,0.147135,0.459259,0.0859375,0.235185
302,0,0.146615,0.460648,0.0869792,0.234259
304,0,0.146094,0.463426,0.0880208,0.234259
